host,hub,msg,day,ip,answ
philum.net,philum,"un correctif a été apporté pour permettre de modifier a posteriori les tables de type 'manual' ;rnaller régler ça dans l'admin des microbases n'a rien d'illégal, c'est la procédure normale quand le logiciel se montre insuffisant",111223,imu137.infomaniak.ch,169
www.lechantdesmuses.fr,elode,"Merci !",111224,gw4.ovh.net,169
www.unanime.eu,Unanime,"Les images et vidéos envoyés en commentaires ne s'affichent pas dans les commentaires sous l'article...rn...Alors qu'ils s'affichent très correctement si l'on appelle globalement les commentaires par l'intermédiaire du module tracks (ici depuis le user_menu). Voir : http://www.unanime.eu/?read=16",111230,gw4.ovh.net,
philum.net,philum,"Il y a d'autres problèmes à résoudre, souvent ils sont liés. la largeur d'image à -60 signifie que la largeur des commentaires est égale à celle du bloc 'content', -60 (pas modifiable, c'est la place laissée à l'avatar, toujours de taille 48). le bloc 'content' devrait spécifier une largeur maximale des images, et si elle n'a pas été reportée depuis le constructeur de css, c'est que des modifs illégales ont eu lieu ! (genre suppression de la largeur) mais c'est pour autoriser ça qu'elle peut être paramétrée manuellement. (dans le bloc 'system', module 'content')",111230,imu137.infomaniak.ch,176
www.unanime.eu,Unanime,"En effet, le module ""content"" n'était pas renseigné. Un grand merci !",111230,gw4.ovh.net,176
www.lechantdesmuses.fr,elode,"Depuis la maj du 31/12/2012, les petits boutons ""meta edit brut nl export"" sont inactifs. Du coup, impossible d'éditer les articles.",111231,gw4.ovh.net,
philum.net,philum,"le bouton 'refresh' du navigateur permet de réactiver le cache des pages javascript et css appelées",111231,imu137.infomaniak.ch,179
www.lechantdesmuses.fr,elode,"Merci !",111231,gw4.ovh.net,179
www.lechantdesmuses.fr,elode,"Est-ce qu'il est possible que le déroulé des articles d'une section particulière affiche les articles en mode ""full"" plutôt qu'en mode ""preview"".rnJe précise que la case ""full text"" dans les restrictions n'est pas cochée.rnJe désire donc faire une exception pour une section.",120101,gw4.ovh.net,
www.lechantdesmuses.fr,elode,"J'ai fait la maj du 1201. J'ai donc mis comme indiqué l'option 'full' dans le module LOAD pour la section où je veux que les articles apparaissent entiers.rnMais je ne constate aucun changement. Les articles de la section sont toujours en 'preview', et pas en 'full'.rnrnY a-t-il quelque-chose d'autre à faire pour que ça marche ?",120102,gw4.ovh.net,182
philum.info,newsnet,"oui il y a d'autres moyens, avant la prochaine maj (c'était une bonne idée)rn- soit mettre un composant 'articles' pour chaque catégorie avec ses propres réglages,rn- soit ajouter un template conditionné pour la catégorie, dans lequel on aura supprimé la variable _MSG (beaucoup plus rapide)rnil y a toujours moyens de faire ce qu'on veut",120102,imu137.infomaniak.ch,182
www.lechantdesmuses.fr,elode,"Après la maj du 120104, ça marche. Merci !",120104,gw4.ovh.net,182
www.lechantdesmuses.fr,elode,"Puisque maintenant, plus besoin d'ouvrir les articles pour les lire entièrement, peut-être que ce serait bien qu'apparaissent également dans le déroulé, les boutons de partage (Facebook, etc...) ainsi que les commentaires ?rnPour les commentaires, au moins la possibilité de les ouvrir sans quitter le déroulé des articles.",120104,gw4.ovh.net,182
www.lechantdesmuses.fr,elode,"J'ai une question :rnJ'utilise ""Liferea"", un lecteur de flux RSS. J'ai donc ajouté le flux de mon site (lechantdesmuses). La liste des articles est bien mise à jour à chaque nouvel article, mais leur contenu n'apparait pas. Comment faire ?",120104,gw4.ovh.net,
philum.net,philum,"la page rss1 permet plus d'options rn/plug/rss1.php?hub=hub",120104,imu137.infomaniak.ch,187
www.lechantdesmuses.fr,elode,"Heu... il faut que je modifie le fichier php ? Dans ce cas je ne sais pas faire, c'est du chinois pour moi. Je viens d'y jeter un oeil, mais je n'y comprends rien.rnPourriez-vous expliquer la démarche à suivre ?rnrnEt puis, si je modifie ce fichier, ça veut dire qu'à la prochaine mise à jour où le fichier sera remplacé, je suis bon pour recommencer ?",120104,gw4.ovh.net,187
philum.net,philum,"non, sur la page rss1.php au lieu de rss.php il y a toute une somme d'options, prévues pour flash mais ça marche aussi pour renvoyer des rss ciblés, par catégorie, pr tag, par article, en entier et en preview, etc...rnla variable s'appelle par l'url, /?variable=valeur&var2=val2...",120104,imu137.infomaniak.ch,187
www.lechantdesmuses.fr,elode/?preview=full,"Quand je vais à http://www.lechantdesmuses.fr/plug/rss1.php, en haut de la page, il y a :rnvar_list for flash : hub/read/tag/topic/order(day DESC)/preview(yes-full)/nbj(number)/brut/rnrnJe suppose que ce sont les options en question.rnAlors, dans la barre d'adresse, j'ai tapé ça :rnhttp://www.lechantdesmuses.fr/plug/rss1.php?hub=elode/?preview=fullrnrnJ'ai fait d'autres essais, mais ça ne change rien. La page que j'obtiens est vide. Sans doute que je n'ai pas bien compris la procédure à employer.rn",120104,gw4.ovh.net,187
philum.net,philum,"il s'agit de la façon d'envoyer des variables à une page par l'URL ; philum a beaucoup poussé l'idée d'utiliser la barre d'url comme une ligne de commande. normalement, la première c'est avec un point d'interrogation et les suivantes c'est avec le signe ""et"" du clavier (touche 1) ; regardez sur n'importe quelle page sur le web, ça a toujours cette structure",120104,imu137.infomaniak.ch,187
www.lechantdesmuses.fr,elode,"D'accord, ça y est, j'ai compris et ça marche ! J'ai donc tapé dans la barre d'adresse :rnhttp://www.lechantdesmuses.fr/plug/rss1.php?hub=elode(et)preview=fullrnrnMaintenant, comment faire pour que quand un visiteur clique sur un petit bouton rss, ce réglage (preview=full) lui soit alloué?",120104,gw4.ovh.net,187
www.lechantdesmuses.fr,elode,"Oui, merci pour la mise à jour rapport aux commentaires. La solution est originale. Juste un truc : Ce serait fantastique si les lecteurs des commentaires pouvaient en rajouter un à partir du popup.",120104,gw4.ovh.net,182
www.lechantdesmuses.fr,elode,"Zut, je n'aime pas trop la dernières évolution de Philum, qui consiste à placer un article dans une boite scrolable quand on clique sur le bouton ""ouvrir"".rnrnC'est un désastre esthétique : Plus moyen de voir les images en entier, quand elles sont plus grandes que la boite, les marges ne sont plus respectées (texte complètement collé au bord droit), obligation dans certains cas de scroler horizontalement... ça fait beaucoup d'inconvénients par rapport au gain. Sans compter que ce n'est pas très beau, ces ascenseurs.rnUn  popup plutôt qu'une boite scrolable ?",120119,gw0.ovh.net,
philum.philum.org,philum,"c'est la classe 'scroll' il ne faut aucune particularité ;rnsinon on a mit une restriction scroll_preview (35) pour l'interdire (le scroll est super moderne dans le cas des sites d'actu)",120119,gw0.ovh.net,195
www.lechantdesmuses.fr,elode,"Ah oui, merci pour la restriction scroll_preview !",120119,gw8.ovh.net,195
,,,120131,81-64-72-147.rev.numericable.fr,
philum.info,newsnet,Vu,120203,imu137.infomaniak.ch,199
unanime.eu,Unanime,"Lorsqu'on crée un tag dans méta à partir de l'édition ou création d'un article, il apparaît que ce tag ne s'incrémente plus dans la liste de tags comme il le faisait auparavant.",120413,gw8.ovh.net,
philum.net,philum,"c'est forcément un problème local :rn- il y a eu beaucoup de refonte interne, vérifier que tout est à jour et rafraîchir une fois la page permet de débloquer le cache du serveur ;rn- certaines infos n'apparaissent qu'une fois que le cache des articles est reconstruit (ce qui est fait automatiquement pour le nouveau visiteur).",120413,imu137.infomaniak.ch,202
www.unanime.eu,Unanime,"Fait. Merci !",120414,gw8.ovh.net,202
www.unanime.eu,Unanime,"Le schmiliblick permet-il de réorienter le contenu (db) des sites en Philum sur Free, (affichage devenu impossible), en les ouvrant en tant que hub (ou node) sous un autre nom de domaine opérationnel au niveau de l'affichage ?rn",120508,gw8.ovh.net,
philum.net,philum,"c'est envisageable, et c'est une bonne idée, il faudrait un module 'iframe' et quelques dispositions pour forcer à produire des urls absolues sur les css ; il y a un plugin 'ifram' et 'iframe' le second sert à être appelé de l'extérieur.",120509,imu137.infomaniak.ch,205
www.unanime.eu,Unanime,"Il semble bien qu'il y ait un problème d'affichage des accents sur les ""channel"" lorsqu'on appelle philum.info. (problème qui n'existe pas en provenance de philum.net)",120515,gw8.ovh.net,
philum.net,philum,"le detect_encoding de php génère des erreurs, il a été remplacé par une solution maison, après la maj ça va marcher",120515,imu137.infomaniak.ch,207
www.unanime.eu,Unanime,"Oui, ça marche ! Thank you !",120515,gw8.ovh.net,207
unanime.eu,Unanime,"Je ne comprends pas comment on peut désormais créer un Hub ""Machin"", en obtenant pour ce hub une url du type : Machin.unanime.eu ",120520,gw8.ovh.net,
philum.net,philum,"c'est normal avec cette disposition le visiteur devient utilisateur qui peut consulter ses articles ; les autres visiteurs n'y accèdent pas. qu'on puisse trouver les articles de son hub ou pas est une autre question... (à mon avis tant mieux)",120520,imu137.infomaniak.ch,211
unanime.eu,Unanime,"Ok, merci.",120521,gw8.ovh.net,211
www.unanime.eu,Unanime,"Ce problème est résolu. Merci ! Je ne peux faire sauter la question qui l'a évoqué. Donc, je laisse...",120521,gw8.ovh.net,214
philum.philum.org,philum,"pour le pb des popups qui dépassent quand elles sont lancées dans une autre popup : c'est pour ça qu'il y a le bouton ""épingler""",120521,gw8.ovh.net,214
philum.info,newsnet,"normalement on doit pouvoir effacer les questions résolues (et inutiles à garder)",120521,imu137.infomaniak.ch,214
www.unanime.eu,Unanime,"Oui, je sais, mais ça a sauté... Idem pour la question du dessous, d'ailleurs (à propos de l'url pour les hub façon philum.org), je ne peux la retirer. Sais pas pourquoi...",120521,gw8.ovh.net,214
unanime.eu,Unanime,"Ayai, je sais pourquoi... Et c'est intéressant à noter. Je n'avais plus accès à partir de www.unanime.eu, parce que j'avais formulé ces questions à partir de unanime.eu (sans les www).rnJe vous laisse en prendre connaissance et je vire ce paquet-là. rn(Merci pour la réponse)",120521,gw8.ovh.net,214
philum.info,newsnet,"au niveau du serveur il faut ajouter un sous-domaine de type ""A"" nommé ""."" (si je me souviens bien)rnet au niveau de l'admin c'est dans les paramètres du serveur (master_config/sub_domain)",120521,imu137.infomaniak.ch,210
unanime.eu,Unanime,"D'accord. Merci.",120523,gw8.ovh.net,210
philum.net,philum,"c'est la typo pictos qui est utiliséern(désolé c'était mal informé)rnelle est très pratique ",120615,imu137.infomaniak.ch,223
philum.net,philum,"c'était une mise à jour critiquernil m'arrive de ne plus pouvoir importer certains articles (dans l'éditeur externe pas par l'ajout direct)rnmais j'ai pas trouvérnrnil faudrait surtout que je sache par quel biais l'url a été appelée pour trouver l'erreur ",120705,imu137.infomaniak.ch,225
unanime.eu,Unanime,"L'url a été appellée directement à partir de l'interface située en front page : clic sur le logo ""articles"", puis placé directement l'url dans l'emplacement pour l'url dans l'éditeur en pop up.rnrnJe dois dire en passant qu'il n'y avait aucun problème lors de l'édition. J'ai publié directement. Ensuite, j'ai retiré par deux fois des morceaux de textes en trop (parties de la page importée qui ne concernait pas l'article)... à la seconde fois, j'ai du faire fait une manipulation intermédiaire sur l'éditeur un peu dans la hâte avant de sauvegarder mais je ne me souviens plus laquelle.",120705,gw8.ovh.net,225
philum.net,philum,"joignez-moi par mail svp",120705,imu137.infomaniak.ch,225
philum.net,philum,"une mise à jour des htaccess vient d'être publiée",120705,imu137.infomaniak.ch,
philum.info,newsnet,"est-ce que la mise à jour du htaccess s'est bien passée ? c'est lui qui assure que ce lien fonctionne",120709,imu137.infomaniak.ch,231
unanime.eu,Unanime,"Le logout fonctionne ainsi pour ce site depuis longtemps (bien avant les différents maj du .htaccess).rnIndépendamment de cela, depuis les différentes maj du .htaccess, le serveur fonctionne plutôt mieux.  rnJe me demande si ce problème avec le logout n'est pas lié au fait que je n'ai pas encore ajouté un sous-domaine de type ""A"" au niveau du host serveur ?",120709,gw8.ovh.net,231
philum.info,dev,"le bouton renvoie vers log/out et le htaccess renvoie la vraie adresse /?log=out",120709,imu137.infomaniak.ch,231
www.unanime.eu,Unanime,"D'accord, mais en écrivant les deux cas directement dans l'url, on ne parvient pas à se déloguer.",120709,gw8.ovh.net,231
philum.info,dev,"il est possible que 'automember' soit activé, et il se relog automatiquement ;rnsinon après il y a /?log=off et /?log=down (éteint tout sauf le hub en cours pour le premier)",120709,imu137.infomaniak.ch,231
philum.info,newsnet,"il s'appelle simplement 'editor' dans le menu utils à droite ;rnil y a des dizaines (voire centaines) de correcteurs pour standardiser les caractères spéciaux, signalez-les moi pour les ajouter au traitement",120712,imu137.infomaniak.ch,237
unanime.eu,Unanime,"1. D'accord, j'avais bien repéré ""editor"", mais j'avoue que je ne sais pas l'utiliser. Lorsque je place une url et fais ""convert"", le résultat est une popup bloquée, sans rien. Donc, je ne fais pas la bonne manipe ? Je pense qu'une mise à jour du renseignement concernant l'utilisation de l'editor, fonction  tellement importante, serait bien venue.rn2. Pour ce qui est des caractères spéciaux signalant les accents,bien entendu  je vais tenter de faire une liste de ceux que je rencontre et vous les envoyer. Mais est-ce bien cela que vous demandez ?",120712,gw8.ovh.net,237
unanime.eu,Unanime,"P.S. En parlant de mise à jour, je veux dire, une mise à jour du manuel, ou mieux, un renseignement sur place dans l'editeur, ou dans la FAQ",120712,gw8.ovh.net,237
philum.info,newsnet,"l'éditeur externe c'est juste que le mot 'tranducteur' a été abandonné quoi que ce soit bien le nom de sa fonction ! c'est le même, il a évolué ;rnparfois l'import ne marche pas (les mecs sont cons de bloquer les robots), dans ce cas il est possible d'utiliser le tool/paste ou dans l'éditeur : render/convert ;rnon peut aussi regarder pouruoi l'import ne marche pasen cochant 'show work'rnpour les caractères, donnez-noi le lien d'où vient l'erreur car souvent elle n'apparait pas facilement",120712,imu137.infomaniak.ch,237
unanime.eu,Unanime,"D'accord, et MERCI (pour cette disponibilité).rn(Le présent message et sa suite imploseront automatiquement dans une heure dix sept minutes, quarante huit secondes, exactement...). ",120712,gw8.ovh.net,237
philum.info,newsnet,"l'apostrophe typographique inversée formatée en html a été ajoutée aux filtres ;",120712,imu137.infomaniak.ch,237
unanime.eu,Unanime,"J'ai, depuis quelques mises à jour, ces boutons apparaissant à droite de tous mes articles:rn""title""rn""lié à:related_arts"" ""lié par:related_by"" rnLorsque l'on clique dessus ça ne répond pas.rnQuelle est cette option, pourquoi ne puis-je pas la renseigner (les boutons ne fonctionnant pas), et quelle est la procédure pour qu'ils n'apparaissent pas systématiquement ? ",120718,gw8.ovh.net,
www.unanime.eu,Unanime,"Je m'empresse d'ajouter que j'ai bien compris l'utilisation de ""related"" dans ""meta"". Par contre, le problème que j'ai évoqué ci-dessus, demeure. A savoir la présence de ces trois boutons, même si l'on n'a aucun article relié, et qui ne sont pas opérationnels sur le serveur ""unanime"".",120718,gw8.ovh.net,244
philum.info,newsnet,"oui, c'est une erreur qui était à la base dans le template par défaut qui a été corrigée. Au début elle était invisible, mais depuis le codage des commandes de modules a été amélioré en précision, et l'erreur est devenue visible. rn- le code doit être écrite comme ça : ""related_arts§lié à, related_by§lié par""rn- l'option de commande qui est à 'menusj' par défaut doit être à 'tabmods' : menusj ne sait pas à l'avance s'il y aura des résultats car ils sont calculés en ajax, alors que tabmods fait des onglets.",120718,imu137.infomaniak.ch,244
www.unanime.eu,Unanime,"Merci !",120718,gw8.ovh.net,244
www.unanime.eu,Unanime,"Nota: je ne l'ai essayé qu'avec Firefox.",120721,gw8.ovh.net,248
www.unanime.eu,Unanime,"C'est une possibilité de renseigner un article  comme on le fait avec le code, que je n'avais pas envisagée, et qui me donne une idée de la puissance potentielle du système des connecteurs. :-)",120721,gw8.ovh.net,248
www.unanime.eu,Unanime,"Implosion automatique de ce message dans une petite heure et quarante secondes...",120721,gw8.ovh.net,248
philum.info,newsnet,"pas un bug, simplement du cache, qu'il faut rebuild pour voir disparaître l'article déclencheur de présence de catégorie ; à la limite : jeter un petit coup d'oeil dans la table user/(hub)_cache (le visiteur lui a obtenu une table bien rebuildée)",120725,imu137.infomaniak.ch,252
philum.info,newsnet,"pas un bug, simplement du cache, qu'il faut rebuild pour voir disparaître l'article déclencheur de présence de catégorie ; à la limite : jeter un petit coup d'oeil dans la table user/(hub)_cache (le visiteur lui a obtenu une table bien rebuildée)",120725,imu137.infomaniak.ch,254
unanime.eu,Unanime,"D'accord ! Sauvé grâce à la table users/(hub)_cache, où j'ai nettoyé la chose en question. rn(Les rebuild multirécidivistes utilisés précédemment, n'avait pas opéré de changement).rnrnCe message n'intéressant qu'un nombre réduit d'aficionados de notre communauté, s'autodétruira dans 5 minutes et une heure 30 secondes chrono.rnNéanmoins MERCI (car Philum est trop bien !)",120725,gw8.ovh.net,254
philum.info,newsnet,"le mieux c'est de réutiliser un article inutile ;rnc'est bizarre quand même",120725,imu137.infomaniak.ch,254
unanime.eu,Unanime,"Oui, j'ai trouvé ça bizarre. C'est pour cela que j'ai d'abord pensé non pas erreur mais trace ancienne d'erreur (en quelque sorte).",120725,gw8.ovh.net,254
unanime.eu,Unanime,"PS : j'avais d'abord essayé de réutiliser un article inutile",120725,gw8.ovh.net,254
philum.info,newsnet,"et ça n'a pas marché ?rnon peut aussi modifier la date du publication pour qu'il soit au bon endroit",120725,imu137.infomaniak.ch,254
unanime.eu,Unanime,"ça n'a pas marché pour me permettre de suprimer la catégorie public en le passant dans public. Mais autrement ça fonctionnait normalement. oui, le changement de date devenu possible est une option bien pratique. D'une manière générale, le paramétrage et le réglage de Philum est hyper sensible et précis. Moi, ça me plaît. Mais j'aime les sites qui sont susceptibles de se reconstruire en permanence. je trouve que Philum correspond bien à ce genre de profil.",120725,gw8.ovh.net,254
philum.info,newsnet,"ok alors construisons !rnc'était surement dans le cache des sessions, nourrie par le cache de la table qu'il restait une erreur, il a fallu batailler pour obtenir une bonne synchronisation des deux",120725,imu137.infomaniak.ch,254
unanime.eu,Unanime,"Ah d'accord ! Je comprends mieux (ça semble être la meilleurexplication logique) ! ",120725,gw8.ovh.net,254
philum.info,newsnet,"(http://site.com/audio.mp3) et rien d'autre",120731,imu137.infomaniak.ch,265
unanime.eu,Unanime,"L'audio s'est importé sans problème depuis le site de France culture, et a eu l'élégance de se transformer automatiquement en .mp3 sur mon site. Mais ça ne fonctionne pas dans ce cas.rnP.S. J'ai fait un essai avec un mp3 en provenance de philum.net, et là ça fonctionne... Il y a donc la syntaxe de cet import  à rectifier. Pour le moment je n'y suis pas parvenu.rn",120801,gw8.ovh.net,265
philum.info,newsnet,"peut-être il faut redownloader le lecteur mp3 dans le dossier fla ?",120801,imu137.infomaniak.ch,265
philum.info,newsnet,"que veut direre ""facilement"" ?rnsi vous voulez faire des tests il vaut mieux ouvrir un page d'admin, si vous savez quoi faire l'admin rapide est très pratique, il se rappelle même de l'onglet sur lequel on était !",120804,imu137.infomaniak.ch,269
unanime.eu,Unanime,"L'admin rapide est très bien !rnPour ce qui est des restrictions et seulement pour cela, il ne se rappelle justement pas de l'onglet sur lequel on était. C'est pour cela que j'ai pensé qu'il était intéressant de le signaler.",120804,gw8.ovh.net,269
unanime.eu,Unanime,"erratum : en fait, c'est uniquement en ce qui concerne le renseignement indiqué par des chiffres près des fontionnalités, qu'il ne se souvient pas, et qu'on est obligé de recommencer l'opération à zéro quand on consulte restrictions.",120804,gw8.ovh.net,269
unanime.eu,Unanime,"Bonjour, quel serait (s'il y en a un), le design ""maison"" optimisé pour la plupart des browsers. (J'utilise actuellement ""cloud"" optimisé pour Firefox).",120908,gw8.ovh.net,
philum.info,newsnet,"le design 'classic' est celui par défautrn(il faudrait un système d'abonnement aux designs car ils sont souvent mis à jour) ",120908,imu137.infomaniak.ch,273
philum.info,newsnet,"j'ai vu !rnil est obligé de charger les icônes en fichiers .tar (nouvelles dispositions)rnune fois l'orage passé les autres Maj sont normales ;rnmieux vaut avoir chargé les .tar un à un avant la Maj (surtout le gros de 4Mo)",120922,imu137.infomaniak.ch,275
unanime.eu,Unanime,"Je l'avais fait. J'y suis parvenu en prenant chaque poste un par un prog, msql, etc. (Il y avait du lourd également qui dormait dans le bkg).",120922,gw8.ovh.net,275
unanime.eu,Unanime,"Un vrai bonheur, le multi-fenêtrage ! MERCI !",120924,gw8.ovh.net,
philum.info,newsnet,"en effet !rnle logiciel s'oriente graduellement vers l'idée d'un web-OS",120924,imu137.infomaniak.ch,278
philum.info,newsnet,"niet ! pas normal, pas disparu ici",121003,imu137.infomaniak.ch,280
unanime.eu,Unanime,"Y a-t-il une explication locale, je ne sais... Toujours est-il que je confirme : page blanche pour les sites philum.info et philum.net après essai à partir de deux PC ici, il est vrai sur la même ligne, mais pas de laison entre les pc (qui sont gérés différemment). Philum.org fonctionne ainsi que Unanime.",121003,gw8.ovh.net,280
philum.info,newsnet,"l'index a été modifié mais seulement pour enlever le filtre anti-moteurs devenu désuet ;rnhier c'est à legrandsoir.info que je n'accédais pas alors que le serveur, lui pouvait ;rnà mon avis ça va revenir",121003,imu137.infomaniak.ch,280
unanime.eu,Unanime,"Les deux sont revenus, en effet !rn",121004,gw8.ovh.net,280
unanime.eu,Unanime,"Bonjour, suite à la mise à jour du 16-10, une  partie des pictos de l'éditeur sont de nouveau remplacées par des lettres.  Tandis qu'il semble que les icônes en provenance de system/icon soient correctement affichées, (ainsi les nouvelles icônes facebook et twitter apparaissent normalement). Tout cela est-il normal en l'état, ou dois-je forcer quelque chose dans msql ? Merci par avance.",121016,gw8.ovh.net,
philum.info,newsnet,"bonjourrnen fait la mise à jour a été balancée trop tôt, il manque des trucs, mais pas le mailrnla typo 'philum' remplace la 'pictos' mais elle est tj dispornon utilise au maximum les typos plutôt que les icônes (en png) pour la compatibilité sur fond noir ",121016,imu137.infomaniak.ch,285
unanime.eu,Unanime,"Dans quelle catégorie édition_typos doit-elle se place ? Chez moi, elle se trouve dans la catégorie user. Tout semble être chargé correctement depuis la maj du 17-10, résultat au niveau de l'affichage : je n'ai plus que des lettres ! (il y a donc peut-être un problème de chemin ?)",121017,gw8.ovh.net,285
philum.info,newsnet,"Rien à toucher dans les bases sauf à éditer l'iconographie dans l'admin ; la typo doit être chargée et...rnen effet il y a une lacune, il faut, dans admin/fonts, faire un ""inject"" pour informer la base serveur de la nouvelle typo, car elle ne peut pas être touchée par l'updatern(chose à régler à l'avenir)",121017,imu137.infomaniak.ch,285
unanime.eu,Unanime,"Merci pour le correctif de version, ça fonctionne impeccable !rnP.S.: lorsque je faisais un font/inject auparavant, cela me faisait un ""delete"" de philum  et de trois autres typos, et je n'y comprenais plus rien. ",121017,gw8.ovh.net,285
philum.info,newsnet,"super, merci pour le relevé des trucs qui manquent, ça sera corrigé",121017,imu137.infomaniak.ch,285
unanime.eu,Unanime,"Depuis quelques mois, jéprouve la plus grande difficulté à importer un article directement (sans paste). Il est très rare que j'y parvienne.rnPar ailleurs la correction d'une toute petite coquille sur un article déjà importé (même une seule lettre) est un chemin de croix. L'éditeur se met en ""...saving"", et ne modifie rien.rnJe pense que vous n'avez sans doute pas ce problème, aussi, j'ai attendu pour en parler.  Quelle pourrait en être la source sur mon serveur ?",121109,gw8.ovh.net,
w41k.info,newsnet,"damn il fallait pas hésiter, c'est une question de buffer du multithread, on va tester à 1500 caractères au lieu de 2000",121109,imu137.infomaniak.ch,291
unanime.eu,Unanime,"Le problème me semblait provenir, en effet, du passage au Mutithread. Je n'en ai pas parlé avant parce que je cherchais mon erreur de paramétrage. J'imaginais que c'est vous qui gèriez Newsnet, et que vous ne rencontriez pas ce problème (autrement vous l'auriez déjà réglé). Donc, cela pouvait provenir du paramétrage de mon serveur.rnLa mise à jour du passage à 1500 caractères est-elle déjà passée, avec la 121109... ?",121110,gw8.ovh.net,291
w41k.info,newsnet,"oui l'update a été publié pour ça,rnc'est la variable cutat=1500 dans ajx.js (ligne 2)rnsi ça marche toujours pas il faut essayer à 1000, puis 500 ;rnle serveur de newsnet supporte allègrement les 5000.",121110,imu137.infomaniak.ch,291
unanime.eu,Unanime,"Cela semble fonctionner pour le moment, je viens d'importer un article, mais pas lorsque je m'efforce de changer une virgule ou un seul mot dans un article ancien, ça continue de merdoyer...rn1./Y-a-til une forme de saturation dans le buffer lorsque cent fois sur le métier on remet son ouvrage (la plupart des articles importés sont bourrés de coquilles) et je m'efforce de les corriger quand je relis les informations que j'ai stockées sur le serveur sous forme d'articles importés  ?rn2./Par contre, importer directement depuis l'url paraît toujours impossible (je suis obligé de passer par paste.rn3./ En tous cas merci pour le nom du fichier. je me demandais où il pouvait bien se trouver !rn4./ Unanime est chez OVH, et Newsnet ? Je pose cette question pour les 5000 caractères. (mais cela n'a peut-être rien à voir avec l'hébergeur ?)rn",121110,gw8.ovh.net,291
w41k.info,newsnet,"1./Y-a-til une forme de saturation dans le buffer rn- nonrnen cas d'erreur on peut récupérer le dernier état des données dans tools/last_savedrnrn2./Par contre, importer directement depuis l'url paraît toujours impossible rn- pourquoi ? (parfois rien ne se passe mais il faut rafraîchir pour voir)rn- tester avec et sans la restriction 57 save_in_popuprn- tester dans l'editeur externe (au moins il met les données dans le cache)rnrn4./ Unanime est chez OVH, et Newsnet ? Je pose cette question pour les 5000 caractères. (mais cela n'a peut-être rien à voir avec l'hébergeur ?)rn- infomaniak ; il y a des résultats différents sur tous les serveurs mais ces résultats sont toujours les mêmes, genre 2128 (pour les trouver il a fallu faire des tests par approximation)",121110,imu137.infomaniak.ch,291
unanime.eu,Unanime,"Merci beaucoup ! Je vais pratiquer les test , notamment avec la restriction 57 et je ferai un retour.",121110,gw8.ovh.net,291
unanime.eu,Unanime,"Les tests sont meilleurs sur un article que je viens d'importer récemment. Je peux corriger à l'infini, semble-t-il,... de petits détails, ou fautes, ou coquilles.  Pour des articles plus ""anciens"" sur le serveur, toujours les mêmes problèmes.rnPour l'import direct depuis l'url, ne n'ai pas encore tenté de pratiquer avec et sans la restriction 57. Autrement, ce n'est pas plus brillant qu'auparavant : obligé de forcer grâce à ""paste"".",121113,gw8.ovh.net,291
unanime.eu,Unanime,"Bonjour, rnquestion bête, si je veux changer une couleur d'un morceau de texte dans l'éditeur, par exemple passer un morceau de texte en code couleur css; je ne peux y parvenir avec html/css. Je n'y parviens pas non plus avec le connecteur ""C"". Merci de bien vouloir me rappeller quelle doit être la syntaxe et quel connecteur utiliser.",121113,gw8.ovh.net,
w41k.info,newsnet,"il faudrait plus de précisions sur le dysfonctionnement constaté, afin de savoir comment le reproduire",121113,imu137.infomaniak.ch,291
w41k.info,newsnet,"':c' renvoie la classe 'txtclr' inusitée ailleurs, qu'on peut éditer, sinon il y a ':r' qui renvoie du rouge. Pour les couleurs c'est vrai que ça manquait, un connecteur ':color' vient d'être ajouté. ",121113,imu137.infomaniak.ch,299
w41k.info,newsnet,"ajout du connecteur :color : [text§ff0000:color]rnet du codeline :span : [text§[color:#ff0000;:style]:span]",121114,imu137.infomaniak.ch,
w41k.info,newsnet,"dans la mise à jour : rn- param/server/ajax_buffer permet de déterminer le buffer AMT (intervenir sur le code n'aura plus d'effet) ;rn- l'éditeur 'text brut' permet un enregistrement rapide ;",121114,imu137.infomaniak.ch,291
unanime.eu,Unanime,"Trop bien la colorisation grâce à :color ! :-)",121121,gw8.ovh.net,302
unanime.eu,Unanime,"Bonjour, et encore une fois MERCI pour la progression continue de ce logiciel. La question du jour est la suivante : y-a-t-il encore un avenir dans philum pour les cart, les présentations ""produits"", la notion de boutique liggt peut-être mais opérationnelle efficace sûrement ? Y a-t-il par ailleurs un projet synchrone de rattachement à des modes de paiement automatique ?rnJe pense principalement à travers cette demande à nombre de petites structures qui voudraient se faire les dents avec le e-commerce sans se voir sommées immédiatement de payer des myriades d'impôts, ou recevoir des lettres de menace, juste en essai pour des petits produits d'inventeurs, comme il devrait toujours y en avoir dans ce pays même si on continue de les étouffer....rnBien cordialement,",121130,gw8.ovh.net,
w41k.info,newsnet,"mise à jour critiquern(réforme de la méthode des microbases)rndu coup on a perdu les tickets qui datent d'avant le 121201",121207,imu137.infomaniak.ch,
unanime.eu,Unanime,"La MAJ automatique fonctionne nickel !",121216,gw8.ovh.net,
w41k.info,newsnet,"il va pouvoir y en avoir tous les jours maintenant !",121217,imu137.infomaniak.ch,307
w41k.info,newsnet,"l'erreur venait d'ici désolé !",121224,imu137.infomaniak.ch,309
